,ID,Brand,Model,Year,Color,Mileage,Price,Condition
190,191,Tesla,Generic Model 1,2009.0,Blue,21908.0,6943.0,New
191,192,Ford,Edge,2004.0,Red,111458.0,8358.0,New
192,193,Land Rover,Generic Model 1,2010.0,White,93928.0,76051.0,Used
193,194,Jeep,Generic Model 3,,Silver,25468.0,32794.0,Used
194,195,Volvo,Generic Model 1,1995.0,White,77689.0,46245.0,Used
195,196,Subaru,Generic Model 1,,Black,,38809.0,New
196,197,Nissan,Generic Model 2,2017.0,Blue,26973.0,14731.0,Used
197,198,BMW,Generic Model 3,1996.0,Black,165667.0,70634.0,Used
198,199,Mercedes-Benz,Generic Model 1,,Black,84302.0,74446.0,Used
199,200,Subaru,Generic Model 3,1991.0,Red,23109.0,69468.0,Used
200,201,Lexus,Generic Model 2,1992.0,Green,,9992.0,Used
201,202,Jaguar,,2013.0,Blue,123238.0,19167.0,New
202,203,Land Rover,Generic Model 1,1997.0,Red,33203.0,75273.0,Used
203,204,Lexus,Generic Model 1,2020.0,,129044.0,,Used
204,205,Kia,Generic Model 3,2018.0,Silver,126094.0,43403.0,New
205,206,Ford,,2017.0,Green,,50027.0,Used
206,207,Volvo,Generic Model 3,1993.0,Red,104720.0,13077.0,Used
207,208,Volkswagen,Generic Model 2,1999.0,Black,,54995.0,Used
208,209,Jeep,Generic Model 2,2004.0,Green,13687.0,57114.0,New
209,210,Land Rover,Generic Model 2,1991.0,White,9932.0,5888.0,New
210,211,Lexus,Generic Model 3,2003.0,Red,123254.0,12524.0,New
211,212,Subaru,Generic Model 3,2001.0,Black,37833.0,23036.0,New
212,213,Volkswagen,Generic Model 2,2001.0,Blue,99744.0,60390.0,New
213,214,Tesla,Generic Model 3,2005.0,Silver,37917.0,9543.0,Used
214,215,Porsche,Generic Model 1,2018.0,White,174889.0,56847.0,New
215,216,Honda,Accord,2013.0,White,168299.0,78195.0,New
216,217,Volvo,Generic Model 2,2016.0,Blue,73893.0,47594.0,New
217,218,Kia,Generic Model 2,2010.0,White,17075.0,19395.0,New
218,219,Nissan,Generic Model 3,1998.0,Black,141743.0,70400.0,New
219,220,Ford,Escape,2018.0,Blue,41367.0,,New
220,221,Honda,Fit,2011.0,Green,,13146.0,Used
221,222,Chevrolet,Generic Model 2,1993.0,,14057.0,45024.0,New
222,223,Hyundai,Generic Model 1,,White,134165.0,61469.0,New
223,224,Jaguar,Generic Model 2,2009.0,Green,27938.0,,New
224,225,Mazda,,1993.0,Black,83134.0,36699.0,New
225,226,Jaguar,Generic Model 2,2017.0,Green,14710.0,13456.0,Used
226,227,Ford,Mustang,2020.0,Silver,165326.0,,
227,228,Mercedes-Benz,Generic Model 3,1996.0,,196876.0,20630.0,New
228,229,Ford,F-150,2020.0,Red,93280.0,71651.0,New
229,230,Volkswagen,,2012.0,Red,18888.0,51311.0,Used
230,231,Mazda,Generic Model 1,,Red,151912.0,22485.0,
231,232,Ford,Mustang,2015.0,White,,30689.0,New
232,233,Volvo,,1990.0,,38413.0,,New
233,234,Tesla,Generic Model 3,2014.0,,110729.0,46100.0,New
234,235,Jaguar,,2010.0,Red,48826.0,44055.0,Used
235,236,Audi,Generic Model 2,1990.0,Red,17389.0,12900.0,New
236,237,Audi,Generic Model 1,2016.0,Red,14021.0,7032.0,New
237,238,Toyota,Highlander,2020.0,Black,171435.0,24712.0,Used
238,239,Land Rover,Generic Model 2,,Blue,131249.0,42756.0,Used
239,240,Hyundai,Generic Model 2,2008.0,Black,,,New
240,241,Mazda,,1995.0,Silver,53971.0,38809.0,Used
241,242,Subaru,Generic Model 3,2015.0,,11030.0,35974.0,Used
242,243,Toyota,Prius,2010.0,White,110221.0,73029.0,Used
243,244,Mercedes-Benz,,2005.0,White,164481.0,,Used
244,245,Tesla,,1992.0,Blue,13258.0,50633.0,Used
245,246,Audi,Generic Model 3,2018.0,Black,48719.0,,Used
246,247,Kia,Generic Model 3,2018.0,White,128747.0,,New
247,248,Ford,Focus,1990.0,,78724.0,66999.0,Used
248,249,Jaguar,,2020.0,Black,112014.0,49568.0,Used
249,250,Ford,Mustang,2007.0,Blue,,45034.0,Used
250,251,Kia,Generic Model 2,2022.0,Blue,,,New
251,252,BMW,Generic Model 1,2017.0,,123056.0,15755.0,Used
252,253,Tesla,Generic Model 3,1998.0,Red,142926.0,27420.0,Used
253,254,Toyota,Corolla,,Blue,118921.0,45130.0,
254,255,Mazda,Generic Model 2,1999.0,Silver,156441.0,7138.0,Used
255,256,Chevrolet,Generic Model 1,2019.0,Green,8256.0,31146.0,Used
256,257,Jeep,Generic Model 3,1992.0,Green,147461.0,61477.0,Used
257,258,Mercedes-Benz,Generic Model 2,1992.0,Black,183125.0,52065.0,Used
258,259,Chevrolet,Generic Model 2,1992.0,White,19220.0,64885.0,New
259,260,Toyota,Corolla,1994.0,Silver,60904.0,61503.0,New
260,261,Nissan,Generic Model 2,1990.0,White,145251.0,5048.0,Used
261,262,Tesla,Generic Model 3,2016.0,White,25521.0,76769.0,New
262,263,Honda,Civic,1998.0,Silver,134848.0,51583.0,New
263,264,Toyota,Camry,2010.0,Black,97713.0,22344.0,New
264,265,Porsche,Generic Model 1,2022.0,White,168665.0,44210.0,New
265,266,Lexus,Generic Model 3,2011.0,Silver,104500.0,19585.0,Used
266,267,Jaguar,Generic Model 1,2003.0,Silver,157350.0,79177.0,Used
267,268,Audi,Generic Model 2,1997.0,Black,186822.0,31265.0,New
268,269,Tesla,Generic Model 3,2012.0,White,164062.0,62185.0,Used
269,270,Honda,Fit,2003.0,Green,72047.0,60101.0,Used
270,271,Mazda,Generic Model 2,1991.0,Blue,190353.0,24682.0,Used
271,272,Lexus,Generic Model 1,1999.0,Red,159530.0,23597.0,Used
272,273,Volkswagen,,2009.0,,182796.0,35779.0,New
273,274,Nissan,Generic Model 2,1996.0,Silver,136827.0,6937.0,
274,275,Subaru,Generic Model 3,2005.0,Red,47243.0,32824.0,Used
275,276,Subaru,Generic Model 1,2000.0,White,54579.0,33603.0,New
276,277,Audi,,2005.0,Green,57971.0,56945.0,New
277,278,Toyota,Corolla,2002.0,Blue,,,New
278,279,Subaru,Generic Model 3,2008.0,Silver,16500.0,52150.0,New
279,280,Ford,Mustang,2013.0,,53672.0,21791.0,Used
280,281,Lexus,Generic Model 1,1995.0,Blue,118150.0,51960.0,Used
281,282,Kia,,1994.0,Silver,67388.0,66227.0,Used
282,283,Jaguar,Generic Model 3,2017.0,,55704.0,64981.0,Used
283,284,Lexus,,2010.0,Green,61038.0,66102.0,New
284,285,Mercedes-Benz,Generic Model 3,1990.0,Silver,37908.0,64188.0,New
285,286,Audi,Generic Model 3,2016.0,Black,49074.0,23848.0,Used
286,287,Subaru,Generic Model 2,2000.0,Blue,51815.0,16240.0,Used
287,288,Mazda,Generic Model 2,2007.0,Black,17501.0,74161.0,New
288,289,Honda,Fit,2000.0,Red,120832.0,60194.0,New
289,290,Lexus,Generic Model 1,2013.0,Silver,58921.0,56374.0,New
290,291,Mazda,Generic Model 1,2000.0,Blue,82107.0,45929.0,New
291,292,BMW,Generic Model 2,1997.0,Black,52771.0,28960.0,New
292,293,Hyundai,Generic Model 3,2017.0,Red,18738.0,76350.0,Used
293,294,Mercedes-Benz,Generic Model 1,1991.0,Red,108454.0,48986.0,Used
294,295,Toyota,Prius,2006.0,Black,162486.0,7247.0,Used
295,296,Porsche,Generic Model 1,1993.0,Black,197475.0,45492.0,New
296,297,Toyota,Camry,1992.0,Green,54257.0,13805.0,Used
297,298,Chevrolet,Generic Model 2,1996.0,Green,131327.0,66879.0,New
298,299,Honda,Odyssey,2013.0,White,50076.0,33930.0,New
299,300,Porsche,Generic Model 1,2019.0,Green,120062.0,68960.0,New
300,301,Subaru,Generic Model 1,2016.0,Blue,167798.0,76597.0,Used
301,302,Tesla,Generic Model 2,1995.0,Green,19419.0,66975.0,Used
302,303,Land Rover,Generic Model 1,2007.0,Blue,57026.0,12852.0,New
303,304,Land Rover,Generic Model 3,2022.0,White,186313.0,34265.0,Used
304,305,Volkswagen,Generic Model 1,2006.0,Green,25134.0,69300.0,Used
305,306,Chevrolet,Generic Model 2,2012.0,Black,67659.0,76230.0,New
306,307,Audi,Generic Model 2,2014.0,Blue,126509.0,60498.0,Used
307,308,Volkswagen,Generic Model 3,1991.0,Red,56444.0,64123.0,New
308,309,Mazda,Generic Model 1,2010.0,Silver,117996.0,59960.0,New
309,310,BMW,Generic Model 2,2001.0,White,199148.0,71868.0,Used
310,311,Volvo,Generic Model 3,1999.0,Silver,63547.0,21028.0,Used
311,312,Kia,Generic Model 2,2022.0,White,186046.0,69431.0,New
312,313,Honda,Fit,1995.0,Black,168143.0,71528.0,New
313,314,Tesla,Generic Model 1,1994.0,White,168605.0,37461.0,Used
314,315,Porsche,Generic Model 3,2021.0,Silver,191293.0,30035.0,New
315,316,Jeep,Generic Model 3,2009.0,Silver,66157.0,25858.0,Used
316,317,Tesla,Generic Model 3,2016.0,Silver,78124.0,74264.0,Used
317,318,Chevrolet,Generic Model 2,2017.0,White,5349.0,33386.0,Used
318,319,Hyundai,Generic Model 1,1992.0,Silver,109136.0,9462.0,New
319,320,Nissan,Generic Model 1,2022.0,Green,155171.0,31443.0,New
320,321,BMW,Generic Model 1,2000.0,Silver,168609.0,11973.0,Used
321,322,Jeep,Generic Model 2,2020.0,Black,197988.0,59485.0,Used
322,323,Nissan,Generic Model 2,1993.0,Silver,51444.0,8362.0,New
323,324,Mercedes-Benz,Generic Model 1,2012.0,Red,96451.0,69240.0,New
324,325,Audi,Generic Model 3,2000.0,Blue,134918.0,57333.0,New
325,326,Honda,Civic,2008.0,Green,71998.0,29469.0,New
326,327,Toyota,Tacoma,2006.0,Green,57802.0,67951.0,New
327,328,Mercedes-Benz,Generic Model 1,1991.0,Silver,8166.0,51374.0,New
328,329,Jaguar,Generic Model 2,2009.0,Red,110688.0,51742.0,New
329,330,Jaguar,Generic Model 3,1999.0,Blue,197538.0,38997.0,Used
330,331,Jaguar,Generic Model 1,1997.0,Blue,36795.0,32342.0,Used
331,332,Nissan,Generic Model 3,2010.0,White,73979.0,23936.0,Used
332,333,Mazda,Generic Model 3,2014.0,White,148835.0,31990.0,New
333,334,Tesla,Generic Model 2,2012.0,Green,150663.0,77858.0,Used
334,335,Volkswagen,Generic Model 2,2000.0,Green,123799.0,52180.0,New
335,336,Audi,Generic Model 2,2011.0,Green,20469.0,48352.0,Used
336,337,Jeep,Generic Model 2,2015.0,White,15172.0,50992.0,New
337,338,Nissan,Generic Model 2,2010.0,White,94379.0,77697.0,Used
338,339,Jaguar,Generic Model 2,1994.0,Black,90585.0,63969.0,New
339,340,Jeep,Generic Model 3,2016.0,White,101862.0,31298.0,New
340,341,Nissan,Generic Model 1,2017.0,Blue,185176.0,9956.0,New
341,342,Audi,Generic Model 2,1990.0,Silver,145525.0,51139.0,Used
342,343,Ford,F-150,2021.0,Green,66543.0,14292.0,Used
343,344,Jeep,Generic Model 1,2002.0,Silver,149462.0,64281.0,New
344,345,Hyundai,Generic Model 2,2012.0,Red,29449.0,71618.0,Used
345,346,Honda,Odyssey,2013.0,Black,62883.0,56441.0,Used
346,347,Jeep,Generic Model 1,1990.0,Blue,182663.0,68956.0,Used
347,348,BMW,Generic Model 2,2016.0,Black,49461.0,79679.0,New
348,349,Subaru,Generic Model 2,1991.0,Silver,175196.0,21216.0,New
349,350,Volvo,Generic Model 1,1998.0,White,49320.0,18526.0,New
350,351,Lexus,Generic Model 2,2006.0,Silver,18302.0,9816.0,Used
351,352,Nissan,Generic Model 3,2014.0,Green,137177.0,8718.0,New
352,353,Chevrolet,Generic Model 1,1993.0,Blue,130336.0,62661.0,Used
353,354,Mercedes-Benz,Generic Model 3,2022.0,Silver,7983.0,6712.0,Used
354,355,BMW,Generic Model 3,1990.0,Silver,91821.0,15226.0,Used
355,356,Volvo,Generic Model 3,2019.0,Silver,11985.0,76670.0,Used
356,357,Toyota,RAV4,1993.0,Silver,191198.0,21631.0,Used
357,358,Volvo,Generic Model 3,2004.0,Green,73579.0,,New
358,359,Chevrolet,Generic Model 1,1994.0,,183464.0,23151.0,New
359,360,Jaguar,Generic Model 2,,Silver,20169.0,,New
360,361,Hyundai,Generic Model 3,2014.0,Silver,47065.0,77418.0,New
361,362,Subaru,,1990.0,Silver,,63512.0,New
362,363,Jeep,,2005.0,White,123755.0,54521.0,Used
363,364,BMW,Generic Model 1,2016.0,Red,194167.0,74819.0,New
364,365,Land Rover,Generic Model 3,2000.0,Black,123913.0,18298.0,New
365,366,BMW,Generic Model 2,2009.0,White,189204.0,10553.0,
366,367,Nissan,Generic Model 3,1990.0,Red,,71107.0,New
367,368,Audi,Generic Model 2,2003.0,Blue,9222.0,45772.0,New
368,369,Volkswagen,Generic Model 1,,Blue,9800.0,55187.0,New
369,370,Nissan,Generic Model 2,2022.0,Blue,122731.0,42310.0,Used
370,371,Subaru,Generic Model 2,,White,129815.0,34690.0,Used
371,372,Honda,Odyssey,2008.0,Green,124073.0,8067.0,New
372,373,Honda,,2006.0,Blue,146877.0,76727.0,Used
373,374,Tesla,Generic Model 1,2015.0,Green,106084.0,29911.0,Used
374,375,Hyundai,Generic Model 2,2003.0,Blue,116582.0,12272.0,Used
375,376,Chevrolet,Generic Model 1,2004.0,Red,111363.0,5694.0,New
376,377,Hyundai,Generic Model 2,2018.0,Blue,109583.0,37144.0,Used
377,378,Land Rover,Generic Model 1,1994.0,Black,119709.0,65032.0,Used
378,379,Jeep,Generic Model 1,2013.0,Black,58526.0,28629.0,New
379,380,Mazda,Generic Model 1,2005.0,Green,92701.0,15009.0,New
380,381,Lexus,Generic Model 3,2017.0,Green,153002.0,17154.0,New
381,382,Lexus,Generic Model 1,2014.0,Blue,90681.0,79621.0,New
382,383,Audi,Generic Model 2,2008.0,Black,166458.0,41105.0,Used
383,384,Ford,Mustang,2011.0,Blue,66369.0,13863.0,New
384,385,Audi,Generic Model 3,2015.0,Black,169796.0,49601.0,New
385,386,Volkswagen,Generic Model 2,1991.0,Black,154219.0,36273.0,Used
386,387,Land Rover,Generic Model 3,2014.0,Blue,112180.0,73586.0,New
387,388,Jeep,Generic Model 3,1990.0,Black,16298.0,62927.0,Used
388,389,Audi,Generic Model 1,2001.0,Silver,116861.0,12479.0,New
389,390,Ford,Mustang,2008.0,Red,185996.0,52499.0,Used
390,391,BMW,Generic Model 3,2020.0,Silver,170908.0,50508.0,Used
391,392,Honda,Pilot,2008.0,White,32446.0,54750.0,New
392,393,Jeep,Generic Model 1,2007.0,Black,43541.0,49783.0,Used
393,394,Land Rover,Generic Model 2,1999.0,Green,62715.0,66072.0,New
